评论ID,分词结果
3172848005,确实 很多 成年人 很多 这种 心理
3172817819,章鱼 哥有 属于 自己 独一无二 的 爱好 和 竖笛
3172815535,如果 有 一天 我 实现 了 我 的 梦想 我 绝不会 让 我 的 脚 再 踩 在 这个 油污 的 地板 上
3172795593,派大星 是 要 唱 国际歌 的 你 想想 啊
3172783632,章鱼 哥 这 人 呢 很 奇怪 整天 偷懒 睡觉 干 啥 啥 不 成就 知道 抱怨 邻居 抱怨 工作 抱怨 生活 不 知道 他 心里 怎么 想 的
3172795759,竖笛 还 那么 难听
3172847069,很多 这种 人 的
3172778345,想 自己 一个 人 呆 着想 歇歇 家人 都 不要 在 身边 已三连
3172777420,生死 由命 富贵在天 好听 又 难听
3172767438,这个 作品 从 年初 做到 现在 可以 说 是 我 做 的 时间 最长 的 一个 作品 了 中间 断断续续 因为 我 的 能力 有限 多次 打算 放弃 这个 视频 的 制作 但是 我 最后 还是 磨 了 出来 从 歌词 到 混音 我 推翻 重做 了 十几次 因为 章鱼 哥 的 台词 不 多 而且 很多 台词 因为 语气 声调 的 不同 而 不能 使用 歌词 便 写 了 又 改改 了 又 写 自己 也 想 过 自己 做 这个 视频 花 了 这么 长时间 播放 量 如果 还是 非常 惨淡 那该 怎么办 可是 我 还是 选择 做 这个 视频 因为 这个 视频 对 我 来说 有着 不同 的 意义 里面 的 歌词 或多或少 都 有着 自己 的 想法
3172875140,复制 简介 爪巴
3172762780,这才 是 大多数 人 的 生活 想 追求 爱 但 又 有 太 多 牵绊 花一 整个 青春 进入 社会 而 又 用 余生 怀念 青春 不是 我们 想 变得 冷漠 复杂 而是 这个 社会 使 我们 不得不 远离 想象 中 的 美好
3172749987,可惜 普通人 就是 章鱼 哥 这样 吧
3172753635,小时候 的 我们 是 海绵 宝宝 和 派 大星 长大 后 的 我们 就 成 了 章鱼 哥
3172749111,你 就是 洛温 小号
3173539934,我 觉得 说 他 洛温 小号 他 吹 他 了 感觉 他 这期 根本无法 和 洛温 那期 视频 比 差距 太 明显 了
3172756411,来 打游戏 啊 逃离 这个 世界
3172751400,我 记得 章鱼 哥 的 声优 死 了 但是 忘记 是 国配 还 外语 版 的
3173088625,国外 配音演员 具体 剧集 是 空手道 大王
3172744424,现实 中 比起 海绵 宝宝 更 多 的 人活 得 像 章鱼 哥
3172740533,和 罗温 一样 的 大神
3172736313,emmm 我 的 学校 就是 叫 明天 我 茫然
3172724887,章鱼 哥 永远 的 神 秒杀 变异 海星
3172725983,up 主 加油 没有 下次 一样
3172722995,童年 看 的 一些 动画 长大 工作 以后 再 看会 看到 不同 的 一面 吧
3172716748,章鱼 哥是 最 像 真实 社会 的 一个 人
3172704149,明天 一定 会 更 美好
3172699403,这 一点 也 不 鬼畜 看 的 好 难受
3172691336,祝 我们 成为 自己 想象 的 人
3172682735,人生 啊
3172679814,安排 命运 别 做梦 了 你 凭 什么 认为 你 要 安排 命运 的 想法 也 只是 命运 在 玩弄 你 呢 况且 你 凭 什么 认为 你 能 改变命运 就算 你 改变 了 你 怎么 知道 你 改变 的 不是 命运 让 你 改变 的 呢
3172659022,鼓励
3172653278,叹气 点赞 投币 收藏 退出
3172652401,你好 这里 是 未被发现 的 天才 的 家 章鱼 哥 海绵 宝宝
3172649138,你们 难道 不 记得 了 吗 章鱼 哥有 房 啊 有 房 啊 有 房 啊 我 小时候 可 喜欢 他家 的 装修 了
3172651678,章鱼 哥 也 超 可爱 算了 他 不 可爱
3172655929,很 好 的 作品 点赞 投币 了
3172639452,以前 一直 是 想 明天 会 更 美好 的 现在 是 希望 明天 不会 变 的 更 坏 就 好 了
3172645335,加油 亲爱 的 小章鱼
3172634648,首页 贺报
3172620704,祝 明天 更加 美好
3172613736,上学 的 时候 以为 自己 是 海绵 宝宝 步入 社会 结婚 成家 开个 小店 现在 才 知道 自己 是 章鱼 哥 给 各位 还有 的 选择 的 年轻人 一个 忠告 找个 尽量 自己 喜欢 的 行业 坚持 个 2 - 3 年 再说 不要 像 我 这样 一切 的 一切都是 咎由自取 每天晚上 都 会 为 过去 悔恨 睡不着 醒来 之后 重复 着 一天 又 一天 自己 厌倦 的 工作 没有 假期 不能 休息 章鱼 哥
3172612588,我 预言 百万 播放
3172605839,求 BGM
3172593104,我 今天 真糟糕
3172596309,这 就是 成年人 的 世界
3172596010,全 比基尼 海滩 只有 一个 头上 绿 为了 让 他 开心 你 知道 海绵 宝宝 和 派 大星 有 多 努力 吗
3172578795,我 直接 预言 百万 播放
3172561664,有钱 没 梦想 就 能活 然后 寻找 梦想 没钱 有 梦想 会 死 然后 就 没有 然后 了
3172553277,很棒 三连 了
3172548086,你 今天 累坏 了 小章鱼 明天 一定 会 更 美好 更 美丽 的
3172557156,都 说 章鱼 哥是 比基尼 海滩 唯一 的 正常人 正常人 就要 这样 吗
3172539624,成年人 的 世界 是 什么 样子 呢 我 不 知道 我 只 知道 长大 了 可能 一些 美好 就 从此 消失 了 吧 高考 刚刚 结束 或许 我 就 将 走进 那个 必然 未知 而 略带 伤感 的 世界 了 吧
3172527696,小时候 当 笑话 看 现在 发现 原来 是 哲理
3172530152,这个 作品 从 年初 做到 现在 可以 说 是 我 做 的 时间 最长 的 一个 作品 了 中间 断断续续 因为 我 的 能力 有限 多次 打算 放弃 这个 视频 的 制作 但是 我 最后 还是 磨 了 出来 从 歌词 到 混音 我 推翻 重做 了 十几次 因为 章鱼 哥 的 台词 不 多 而且 很多 台词 因为 语气 声调 的 不同 而 不能 使用 歌词 便 写 了 又 改改 了 又 写 自己 也 想 过 自己 做 这个 视频 花 了 这么 长时间 播放 量 如果 还是 非常 惨淡 那该 怎么办 可是 我 还是 选择 做 这个 视频 因为 这个 视频 对 我 来说 有着 不同 的 意义 里面 的 歌词 或多或少 都 有着 自己 的 想法
3172523029,小时候 还 笑 章鱼 哥 现在 已成 画中人 我 逝去 的 童年 啊
3172515066,996 : 知道 你 为什么 穷 吗 因为 你 不 996 因为 你 不 努力 工作 996 : 钱 什么 钱 996 是 为了 让 你 多 挣钱 吗 你 加班 是 你 该 加为 公司 做 贡献 不香 嘛
3172504575,派大星 有 了 章鱼 哥有 了 等 一个 海绵
3186253319,BV11C4y1471Z 海绵 宝宝 的 独白
3172506449,白 嫖 两年 第一个 三连 给 你 了
3172494652,可是 你 有 个 爱 你 的 海绵 宝宝 啊
3172500448,首页 来 的 三 连 了 up 加油
3172496583,三连 了 支持
3172488858,良心 up 了
3172488468,丧丧 的 章鱼 哥是 动画片 里 唯一 真实 存在 的 吧 脆弱 悲观 羡慕 别人 可以 拥有 快乐 没有 成为 演奏 竖笛 艺术家 为了 生活 做个 收银员 心存 理想 却 永远 在 路上 只是 在 路上
3172474799,失败 的 性格 决定 失败 的 人生
3172470923,关于 海绵 宝宝 的 鬼畜 之前 洛温 的 已经 封神 了 再 看 别的 都 去 索然无味 但 up 的 这个 视频 真的 让 我 眼前一亮 真的 很 不错 加油 ( _ )
3172463192,三连 了 很 喜欢
3172467861,章鱼 哥是 孤儿 卧槽
3172459740,那 一年 我 9 岁 她 11 岁 我 告诉 她 将来 要 娶 她 她 也 很 调皮 的 回答 我 好 啊 那 一年 我 12 岁 她 14 岁 她 高 我 一头 我 抬 着 头 说 我 喜欢 她 她 怔怔 听 着 没 说话 便 转过 头去 不再 望 我 那 一年 我 18 岁 她 20 岁 我 已经 在外 工作 一年 了 她 还 上 着重点 大学 我 再也 说不出口 我 喜欢 她 因为 我 觉得 自己 根本 配 不上 她 我 把 想 对 她 说 的话 留给 了 自己 等 我 配上 她 的 时候 再 全部 告诉 她 后来 四年 里 我 再 没有 机会 见 过 她 听说 她 已经 工作 了 我 更 关心 的 是 她 是否 已为 人妻 已 为 人母 我 的 事业 渐渐 走向 正轨 再也 不为 钱 所 窘迫 当 我 再次 见到 她 时 是 在 东莞 是 在 昏黄 的 房间 只有 我们 两个 人 沉默 了 良久 她 开口 了 八百 看 你 是 熟人 就 收 你 五百 我 尽量 让 自己 不再 颤抖 我 说 跟我走 吧 她 目光 呆滞 了 一下 随即 闪烁 了 一下 然后 又 像 一团 火 熄灭 了 一样 说 我 配不上 你 我 只是 一位 小姐 我 还有 客人 没什么 事 我 先 走 了 她 就 匆忙 的 离去 了 后来 我 在 电视 上 看到 了 她 她 被 两名 民警 押 着 一脸 惊恐 与 不堪 电视 甚至 没有 给 她 遮住 脸 任由 她 在 我 面前 晃 着 任由 她 在我心中 撞 着 撞 着 直至 粉碎 最后 一次 见 她 是 她 找 我 去 的 当时 她 在 楼顶 我 在 楼下 抬头 望 她 我 大声 喊 : 不要 跳 啊 许久 她 转头 走 了 没 留下 一句 话 再有 她 的 消息 是 一年 后 是 她 妈妈 给 我 打 的 电话 说 她 病 了 没法 治疗 说 想 最后 见 我 一面 我 有点 接受 不了 反正 觉得 很 压抑 到 了 医院 在 她 的 病床 前 看着 她 苍白 的 脸 比 以前 消瘦 了 许多 我 对 她 笑了笑 那 笑容 有 多丑 我 不 知道 她 也 对 我 笑 像 十一岁 那年 笑 的 那么 天真 她 抬起 了 手 我 赶紧 过去 握住 她 的 手 泪水 终 忍不住 往下掉 她 用 低沉 的 浯 气 说 : 我 .... 我 ...... 我 想要 个赞
3172467503,章鱼 哥 代表 着 老派 贵族 在 时代 下 的 无奈 同时 又 尽可能 的 活成 自己 梦想 那样 章鱼 哥为 蟹 堡 王 服务 了 六十年 他 并非 一直 是 哭丧脸 他 不 渴望 金钱 他 只 想 尽可能 活得 像 传统 绅士 满脸 笑容 招待 海绵 宝宝 的 父母 如 一个 法国 大厨 给 客人 端 上 自己 的 艺术品 当然 章鱼 哥 本来 就 爱 做 法国菜 六十年 的 岁月 让 世界 都 风云变幻 他 喜欢 过去 慢 节奏 的 绅士 时代 但是 快餐 时代 没 人 在乎 蟹黄 堡 是否是 用心 制作 的
3172456033,小时候 看 海绵 宝宝 觉得 章鱼 哥好 可笑 老是 被 欺负 是 个 坏人 现在 再 看 才 懂 章鱼 哥 的 可怜 可悲
3172448036,2.15 吹 的 这个 歌是 什么 名字 如果 没有 就算 了
3172438030,我 怎么 觉得 有股 当年 非主流 歌曲 那味 ck 那味
3172423489,哇 BGM 是 啥 啊 在 此物 天下 绝响 的 视频 听过 不 知道 是 啥
3172408564,那天 你 走 了 我 什么 都 没 说 默默地 掉头 走 着 我 没有 哭 没有 难过 我 知道 没人会 心疼 我 没人 理解 我 都 是 我 没 办法 我 不能 在 别人 面前 装 可怜 因为 会 被 笑话 你们 说 我 无情 那 就 无情 吧
3172399723,时间 长 了 我 晚上 做 的 梦少 了
3172396633,我 ... 我先 说明 我 不是 yygq 或者 引战 怎么样 的 只不过 这个 章鱼 哥 的 用曲 剧情 剪辑 都 和 那个 镇站 之宝派 大星 太 像 了 当然 原创 成分 也 很多 可是 希望 up 以后 在 做 这类 视频 的 时候 尽量少 撞车 不然 可能 会 有人 跑 来说 你 抄袭 一点 建议 只是 个人 看法
3172392690,这个 作品 从 年初 做到 现在 可以 说 是 我 做 的 时间 最长 的 一个 作品 了 中间 断断续续 因为 我 的 能力 有限 多次 打算 放弃 这个 视频 的 制作 但是 我 最后 还是 磨 了 出来 从 歌词 到 混音 我 推翻 重做 了 十几次 因为 章鱼 哥 的 台词 不 多 而且 很多 台词 因为 语气 声调 的 不同 而 不能 使用 歌词 便 写 了 又 改改 了 又 写 自己 也 想 过 自己 做 这个 视频 花 了 这么 长时间 播放 量 如果 还是 非常 惨淡 那该 怎么办 可是 我 还是 选择 做 这个 视频 因为 这个 视频 对 我 来说 有着 不同 的 意义 里面 的 歌词 或多或少 都 有着 自己 的 想法
3172390764,我 把 希望 和 梦想 埋藏 于 此 转身 入海
3172388013,其实 只要 吹得 好 一切 都 好 说 但是 章鱼 哥 理想 不能 实现 真 怨不得 别人
3172380465,在 主页 也 刷 到 了
3172377266,上 热门 了 哦
3172373473,火钳 刘明
3172375509,小时候 最 讨厌 章鱼 哥 觉得 他 好 扫兴 现在 却成 了 章鱼 哥
3172372443,杠精 CJK 型 250 号 前来 抬杠 这 视频 封面 不行 内容 不行 全都 不行 狗头 已 点赞 此 为 娱乐 切勿 当真 杠 ( ` )
3172358512,加油 ~
3172332254,我 突然 想 起来 以前 在 哪 看到 过 说 小时候 我们 快乐 的 都 是 海绵 宝宝 长大 了 我们 悲伤 的 都 是 章鱼 哥 类似 的 就 突然 害好 难受
3172324293,这个 配音演员 叫 啥 来 着 小时候 一直 听到 大
3172313804,你 以为 海绵 宝宝 在 第一层 其实 海绵 宝宝 在 第五层
3172309476,加油 ( _ )
3172298107,这个 视频 和 派 大星 天才 生来 孤独 有点 相似 但 总 感觉 台词 节奏 连接 很 生硬 不够 流畅 但 总究 比 我 厉害 多 了 到位 加油
3172287315,火前 留名
3172291705,我 想 做 国王 或者 踢足球 的 或者 是 太空 中 的 宇航员 但 绝不 是 太空 中 踢足球 的 国王
3172284039,儿时 看笑话 长大 看 人生 不要 悲观 如派 大星 说 : 一直 以来 大家 都 觉 的 你 不行 但是 现 我行 了 我 有 一顶 帽子 可以 证明
3172258267,其实 仔细 一想 章鱼 哥 真的 很 现实 吧 也 不 现实
3172249117,欢迎 来到 宏观 生态系统
3172244010,世人 将 我 改变 我 的 泪 我 的 笑 你 去 不 复返 我 想 逃离 一个 不 欢迎 我 不 属于 我 的 地方 但是 那 是 别人 最 快乐 的 地方 我 成为 了 我 想 成为 的 自己 远离 一切 长大 以后 就 一个 人 吧
3172246699,我快 二十六 了 应该 是 还好 的 年纪 吧 可 为什么 我 还是 那么 痛苦
3172245667,这样 的 人 不是 没有 只是 你 看不到 章鱼 哥活 成 这 样子 也 不是 为了 让 谁 理解 更 不 希望 海绵 宝宝 以后 也 跟 他 一样
3172236495,真的 好 幸运 啊 章鱼 哥 可能 都 比 我 好 我 已经 没有 救 了 完全 没救 了
3172231151,章鱼 哥 我 从 小时候 就 觉得 好 可怜 无论 做 什么 都 会 被 打扰 海绵 宝宝 和 派 大星 总是 开开心心 只有 章鱼 哥 一直 是 板着脸
3172231111,这个 太棒了 符合 我 内心 中午 看见 的 章鱼 哥 真的 火钳 刘明 真的 好 厉害
3172224188,填词 还 差点 味道
3172209658,章鱼 哥 每天晚上 十二点 都 会 化身为 网抑 云 大佬 阐述 他 这 的 悲惨生活
3172239623,没 打开 悲伤 的 音乐 差评 ( )
3172206129,好 了 叫 我
3172202428,不想 长大 不想 长大 she 的 那首歌 绕梁 余音
3172205840,为什么
3172201971,感动 了 这 是 个 好 视频
3172193202,火前 留名
3172188455,终于 看到 有人 注意 章鱼 哥 关注 章鱼 哥 了
3172195708,火钳 刘明
3172184798,章鱼 哥 一直 是 我 从小 最爱 的 角色 我 也 不 知道 为什么 就 觉得 他 很 特别 总 觉得 他 身上 有 一种 特别 的 魅力 吸引 我
3172178961,吹 爆
3172176237,老网 抑云 了
3172180317,章鱼 哥 的 无奈
3172144365,接受 自己 是 个 普通人 的 现实 是 个 残酷 漫长 的 过程
3172129490,火钳 刘明
3172133130,高质量 俩币 我 投 了 加油 哦
3172132107,那 一年 我 9 岁 她 11 岁 我 告诉 她 将来 要 娶 她 她 也 很 调皮 的 回答 我 好 啊 那 一年 我 12 岁 她 14 岁 她 高 我 一头 我 抬 着 头 说 我 喜欢 她 她 怔怔 听 着 没 说话 便 转过 头去 不再 望 我 那 一年 我 18 岁 她 20 岁 我 已经 在外 工作 一年 了 她 还 上 着重点 大学 我 再也 说不出口 我 喜欢 她 因为 我 觉得 自己 根本 配 不上 她 我 把 想 对 她 说 的话 留给 了 自己 等 我 配上 她 的 时候 再 全部 告诉 她 后来 四年 里 我 再 没有 机会 见 过 她 听说 她 已经 工作 了 我 更 关心 的 是 她 是否 已为 人妻 已 为 人母 我 的 事业 渐渐 走向 正轨 再也 不为 钱 所 窘迫 当 我 再次 见到 她 时 是 在 东莞 是 在 昏黄 的 房间 只有 我们 两个 人 沉默 了 良久 她 开口 了 八百 看 你 是 熟人 就 收 你 五百 我 尽量 让 自己 不再 颤抖 我 说 跟我走 吧 她 目光 呆滞 了 一下 随即 闪烁 了 一下 然后 又 像 一团 火 熄灭 了 一样 说 我 配不上 你 我 只是 一位 小姐 我 还有 客人 没什么 事 我 先 走 了 她 就 匆忙 的 离去 了 后来 我 在 电视 上 看到 了 她 她 被 两名 民警 押 着 一脸 惊恐 与 不堪 电视 甚至 没有 给 她 遮住 脸 任由 她 在 我 面前 晃 着 任由 她 在我心中 撞 着 撞 着 直至 粉碎 最后 一次 见 她 是 她 找 我 去 的 当时 她 在 楼顶 我 在 楼下 抬头 望 她 我 大声 喊 : 不要 跳 啊 许久 她 转头 走 了 没 留下 一句 话 再有 她 的 消息 是 一年 后 是 她 妈妈 给 我 打 的 电话 说 她 病 了 没法 治疗 说 想 最后 见 我 一面 我 有点 接受 不了 反正 觉得 很 压抑 到 了 医院 在 她 的 病床 前 看着 她 苍白 的 脸 比 以前 消瘦 了 许多 我 对 她 笑了笑 那 笑容 有 多丑 我 不 知道 她 也 对 我 笑 像 十一岁 那年 笑 的 那么 天真 她 抬起 了 手 我 赶紧 过去 握住 她 的 手 泪水 终 忍不住 往下掉 她 用 低沉 的 浯 气 说 : 我 .... 我 ...... 我 想要 个赞
3172115761,怎么 说 呢 填词 感觉 不 太行 啊 不过 还是 给 你 三 连 了 加油
3172110951,我刚 在 知乎 看 了 章鱼 哥 b 站 就 给 我 推 了 啧大 数据 简直 恐怖
3172108959,人家 章鱼 哥 好歹 还有 自己 的 房子
3172101735,不会 的
3172106546,因为 章鱼 哥是 里面 最 正常 的 其他人 他们 心里 都 与 正常人 不同 当 不 正常人 多 了 正常 的 人 反而 变成 不 正常 的
3172100499,小时候 觉得 章鱼 哥站 在 所有 比基尼 海滩 居民 中 显得 非常 格格不入 现在 想想 章鱼 哥 应该 是 这 里面 最 正常 最 现实 的 角色 了
3172073401,up 主 很棒 花费 那么 多 时间 肝 出来 的 作品 是 值得 的 加油
3172075140,bgm : flower dance
3172064525,从 这个 设定 上 来说 他 是 最 接近 先生 现在 生活 中 的 上班族 他 把 理想 梦想 换成 了 柴米油盐 可是 在 现实生活 中 有些 人 的 理想 能值 几个 钱 章鱼 哥总地 来说 是 最 接近 人 我们 的
3176634247,章鱼 哥是 把 理想 转换 为了 爱好 其实 在 现实 中 有着 稳定 工作 和 一项 爱好 已经 很 好 了
3178178542,只有 有钱人 才能 实现 梦想 拥有 梦想 普通人 的 梦想 只会 被 现实 和 金钱 打败
3248168846,回复 : 章鱼 哥 在 现实 中 算是 过 的 比较 好 的 了
3251889314,回复 : 至少 烟囱 屋 不用 还 房贷
3659031024,回复 : 这么 一说 一般 人连 章鱼 哥 都 不是
4109415917,回复 : 烟囱 屋 至少 还是 个 不小 的 二层
136820512912,回复 : 而且 章鱼 哥 还有 周末 他 还有 一个 小 菜园 虽然 海绵 宝宝 和 派 大星 有时候 很 吵 但 依然 是 善良 可爱 的 好 朋友 还会 记得 他 的 生日
138787331184,回复 : 而且 不 结婚 也 没有 人 催 他 结婚 他 距离 工作 地点 也 很 近 步行 就 能 到
242308116049,fhggyyuy
3172059184,火钳 刘明
3172051177,很 现实 现实 的 一批
3172029135,配角 独白
3172024576,等等 比基尼 不是 比奇 堡 吗
3172035247,比基尼 海滩
3172078329,回复 : 比奇 堡
3172074045,回复 : 自己 看看 去
3172221928,回复 : Bikini Bottom 有 的 版本 翻译成 比基尼 海滩
3172022034,有 了
3172025954,这 首歌 是 什么 来 着 的 忘 了 求 歌名 谢谢
3172065323,? ? ?
3172014090,生活 和 生存 我们 只能 尽力而为
3172016259,我 预言 不 出 三日 此 视频 必火 记得 到 时 把 我 挖出来
3173171835,挖 一 铲子
3173681192,洛阳 铲
3179775465,真火 了
3186084196,第三天 又 上 热榜
3254470798,现在 200 多 w 播放 量 了 捞 预言家
3257936257,捞 捞
3306079857,火 了
5317116011,挖 了
99509422160,火 了 法老 拿 去 做 歌 了
103436597744,挖出来
130593771712,两年 啦 挖
147473546400,一 铲子 掀飞
150247725056,再 挖 一 铲
150517254992,三年 后来 挖 你
256616078240,火 了
3171999848,火钳 刘明
3171994398,加油
3172000237,已经 到 了 什么 地步 那句 去 死 才 会 说 的 如此 平淡
3171990616,这里 海绵 宝宝 是 主角 可是 大多 人 其实 是 章鱼 哥 如果 真的 有 海绵 宝宝 早死 了
3171984269,我 早 已经 死 了 只是 没埋 进土里
3171980552,玫瑰花 的 葬礼 离开 你 一百个 星期 我 回到 了 这里 寻找 我们 爱过 的 证据 没有 人 愿意 提起 玫瑰花 它 的 过去 今天 这里 的 主题 我 把 它 叫作 回忆 我 知道 爱情 这 东西 它 没什么 道理 过去 我 和 你 在 一起 是我太 叛逆 现在 只 剩 我 自己 偷偷 的 想 你 玫瑰花 的 葬礼 埋葬 爱 的 回忆 感觉 双手 麻痹 不能自已 已拉 不住 你 真的 好 美丽 那天 的 烟花 雨 我 说 要 娶 穿 碎花 洋裙 的 你 玫瑰花 的 葬礼 埋葬 深深 爱着 的 你 残朵 停止 呼吸 渗入 大地 没人会 注意 一片 小 雨滴 陪 着 我 等 天明 我用 这 最后 一分钟 怀念 你 我 在 夜幕 笼罩 的 天桥 上 潜行 每 一级 阶梯 都 留 着 你 我 昔日 印迹 温存 迷醉 吵闹 清醒 都 还 在 我 的 脚 畔 兜 转不清 没 来得及 把 红色 玫瑰 递给 你 爱 就 象是 一场 雨 已经 离 我 而 去 你 说 过 太过 鲜艳 的 爱情 终将 凋零 玫瑰花 的 葬礼 埋葬 关于 你 的 回忆 感觉 双手 麻痹 不能自已 已拉 不住 你 真的 好 美丽 那天 的 烟花 雨 我 说 要 娶 穿 碎花 洋裙 的 你 玫瑰花 的 葬礼 埋葬 深深 爱着 的 你 残朵 停止 呼吸 渗入 大地 没人会 注意 一片 小 雨滴 陪 着 我 等 天明 我用 这 最后 一分钟 怀念 你 总是 回想 过去 埋怨 间 我 自己 总是 不经意 想起 了 你 现在 的 你 已经 太 遥不可及 只能 留在 我 记忆 玫瑰花 的 葬礼 埋葬 关于 你 的 回忆 感觉 双手 麻痹 不能自已 已拉 不住 你 真的 好 美丽 那天 的 烟花 雨 我 说 要 娶 穿 碎花 洋裙 的 你 玫瑰花 的 葬礼 埋葬 深深 爱着 的 你 残朵 停止 呼吸 渗入 大地 没人会 注意 一片 小 雨滴 陪 着 我 等 天明 我用 这 最后 一分钟 怀念 你 我用 这 最后 一分钟 ~ ~
3171959625,讲 的 好 心酸 又 是 现实 每个 动画片 里 都 会 存在 至少 一个 这样 的 丑角 供 人 捧腹大笑 哈哈 道乐 但是 如果 是从 章鱼 哥 自己 的 世界 来看 他 并 没有 做错 谁 能 说 坚持 梦想 是 错 的 呢 他 刻薄 他 冷漠 他 对 很多 东西 都 没有 兴趣 因为 他 只活 在 自己 的 一个 小小 世界 里 这个 世界 冷漠 又 凄清 陪伴 她 的 是 他 的 竖笛 和 他 的 音乐 而 这些 是 永远 生活 在 热闹 与 繁华 当中 的 海绵 宝宝 无法 理解 的 因为 无法 理解 所以 有 了 这些 丑角 的 诞生 这些 丑角 的 诞生 也 正是 映照 了 人们 想要 追求 欢乐 与 繁华 忘却 自己 生活 当中 不如意 不 欢乐 的 一面 仿佛 嘲笑 这样 的 章鱼 哥 就 可以 忘却 过去 的 自己 也 曾经 是 这样 但是 我 想 其实 每个 人 也 可以 对 自己 说 你 今天 累坏 了 小章鱼 明天 一定 会 更 美好 更 美丽 的
3175348911,语 文 带 师
3180710902,大 号
3180817619,回复 : 你 猜
3180814927,回复 :
3221038416,上大号 说话
3224805039,自古 只有 2 级 号 和 6 级 号 会 说 骚话
3227359770,回复 : 否认 三连 我 不是 我 没有 你 瞎说
3263332240,章鱼 哥 : 快乐 是 他们 的 我 什么 也 没有
3272338919,然而 你 辛苦 了 一整天 明天 还是 木有 考到 自己 想要 的 成绩 本 以为 努力 就 好 没想到 别人 也 拼命 努力 然后 继续 没考 好 循环 最后 自闭
3284268672,哎 我们 都 是 章鱼 哥
3294435146,突然 发现自己 小时候 就 像是 海绵 宝宝 想交 的 朋友 都 像 派 大星 然而 我 逐渐 在 向 章鱼 哥 蜕变 身边 的 朋友 也 越来越少 我 已 无力回天 只能 向 生活 妥协 梦想 终究 破碎 吗
3349211566,回复 : 小时候 我 就 像 章鱼 哥 了 大概 在 小学 五年级 后悔 看透 这个 世界
3534154841,回复 : 很 真实 我 好 自闭
3786497417,谁又能 说 章鱼 哥是 丑角 呢 他 只不过 在 天 真的 动画 里 唯一 保持 成年人 理性 的 人 罢了 他 是 现实生活 中 千千万万 人 的 剪影 自私 刻薄 生活 在 自己 的 世界 里 冷漠 残忍 与 任何人 都 保持 着 礼貌 的 距离 包括 最 亲近 的 人 奇怪的是 他们 又 会 有时候 散发 着 自己 那 一点 都 不 知道 丢 在 何处 的 怜悯 同情心 帮助 一些 跟 自己 毫无关系 的 人 小时候 看 动画片 不 明白 章鱼 哥 为什么 可以 每天 都 拉 着 脸 长大 后 再回首 又 觉得 海绵 宝宝 每天 没心没肺 的 好 奇怪 以前 看 动画 就是 看 动画 现在 再 看看 的 是 人生 百态 人 没 变变 的 是 看 动画片 的 心态
99747216352,明天 一定 会 更 美好 更 美丽 的
106581092880,说 的 好好 啊
109169152448,但是 海绵 宝宝 并 不是 所有人 都 喜欢 他 有些 集他 也 被 所有人 讨厌 着 他 的 梦想 也 会 被 全 比奇 堡 的 人 嘲讽 和 挤兑 主要 还是 看 心态 问题 吧
110667700656,当年 辞 老师 退出 文坛 我 第一个 阻止 的
110835174112,还有 光头 强灰太狼 这些 角色 但 好歹 他们 和 章鱼 哥 待遇 不 一样 他们 至少 还有 翻身 当 主角 的 时候 电影 里 章鱼 哥是 真惨 毫无 翻身 之机
174751547664,所谓 丑角
192194652768,青年人 成才 的 关键 是 自身 能力 还是 外部 机遇
3171950268,"只能 用 两个 字来 形容 , 牛 逼"
3172049029,我 觉得 跟 派 大星 的 独白 比 起来 没多 牛 逼
3171938910,去 TM 的 人生
3284281531,对 把 所谓 的 人生 踢飞
3349225532,说出 这句 话 的 人 你 又 为此 付出 了 什么 呢
5056151561,望 你 不会 随遇而安 而是 去 划出 自己 的 天地
5056315440,回复 : 努力 试试
174845111600,回复 : 出 社会 这么 多年 了 才 发现 随遇而安 是 常态
3171940119,跟 章鱼 哥有 同款 抬头纹
3171928809,对于 如此 高质量 的 视频 我 从来不 吝啬
3171918518,火钳 刘明
3171914430,三连 明天 来 今天 没 了
3171908373,看得出来 up 付出 了 多少 你 真的 很棒
3171907918,明天 一定 会 更好 的 加油 啊 up 超棒
3171899055,章鱼 哥 很 真实 能 从 他 身上 找到 自己 的 影子 : 讨厌 工作 沉溺于 虚幻 的 梦想 喜欢 安安静静 一个 人过
3171901144,支持 你 光 看 简介 就 专门 过来 支持
3171918871,不过 水平 有待 提高 还有 一件 事 事物 只有 到 结局 才 知道 真相
3171878622,真的 长大 以后 就 很少 真心 的 笑 了 有时候 还会 好奇 那群 孩子 整天 有 什么 开心 事 啊 每天 过得 那么 开心
3171881673,老 成年人 了 老 抑郁 了
3171868133,经典 的 作品 经典 的 bgm 还是 这种 催泪 向 的 人生 独白 剪辑 哭 了
3171862897,虽然 但是 其实 我 觉得 和 其他 的 章鱼 哥 视频 听不出 差别 我 还 以为 又 被 刷 上 热门 了
3171853415,再见 海绵 爆爆
